line,gender
Enter four Fairies.,female
Be kind and courteous to this gentleman;,female
Hop in his walks and gambol in his eyes;,female
"Feed him with apricocks and dewberries,",female
"With purple grapes, green figs, and mulberries;",female
"The honey-bags steal from the humble-bees,",female
"And for night-tapers, crop their waxen thighs,",female
"And light them at the fiery glow-worm’s eyes,",female
To have my love to bed and to arise;,female
"And pluck the wings from painted butterflies,",female
To fan the moonbeams from his sleeping eyes.,female
"Nod to him, elves, and do him courtesies.",female
"Come, wait upon him; lead him to my bower.",female
"The moon, methinks, looks with a watery eye,",female
"And when she weeps, weeps every little flower,",female
Lamenting some enforced chastity.,female
"Tie up my love’s tongue, bring him silently.",female
,female
Enter Oberon.,female
"Come, sit thee down upon this flowery bed,",female
"While I thy amiable cheeks do coy,",female
"And stick musk-roses in thy sleek smooth head,",female
"And kiss thy fair large ears, my gentle joy.",female
"What, wilt thou hear some music, my sweet love?",female
"Or say, sweet love, what thou desirest to eat.",female
I have a venturous fairy that shall seek,female
"The squirrel’s hoard, and fetch thee new nuts.",female
"Sleep thou, and I will wind thee in my arms.",female
"Fairies, be gone, and be all ways away.",female
So doth the woodbine the sweet honeysuckle,female
"Gently entwist, the female ivy so",female
Enrings the barky fingers of the elm.,female
"O, how I love thee! How I dote on thee!",female
,female
Oberon advances. Enter Puck.,female
"My Oberon, what visions have I seen!",female
Methought I was enamour’d of an ass.,female
How came these things to pass?,female
"O, how mine eyes do loathe his visage now!",female
"Music, ho, music, such as charmeth sleep.",female
"Come, my lord, and in our flight,",female
Tell me how it came this night,female
That I sleeping here was found,female
With these mortals on the ground.,female
,female
"Enter Theseus, Hippolyta, Egeus and Train.",female
"First rehearse your song by rote,",female
To each word a warbling note;,female
"Hand in hand, with fairy grace,",female
"Will we sing, and bless this place.",female
,female
"I pray you, is Signior Mountanto returned from the wars or no?",female
He set up his bills here in Messina and challenged Cupid at the,female
"flight; and my uncle’s fool, reading the challenge, subscribed for",female
"Cupid, and challenged him at the bird-bolt. I pray you, how many hath he",female
"killed and eaten in these wars? But how many hath he killed? for, indeed,",female
I promised to eat all of his killing.,female
"You had musty victual, and he hath holp to eat it; he is a very",female
valiant trencher-man; he hath an excellent stomach.,female
And a good soldier to a lady; but what is he to a lord?,female
It is so indeed; he is no less than a stuffed man; but for the,female
"stuffing,—well, we are all mortal.",female
Alas! he gets nothing by that. In our last conflict four of his,female
"five wits went halting off, and now is the whole man governed with one! so",female
"that if he have wit enough to keep himself warm, let him bear it for a",female
difference between himself and his horse; for it is all the wealth that he,female
hath left to be known a reasonable creature. Who is his companion now? He,female
hath every month a new sworn brother.,female
Very easily possible: he wears his faith but as the fashion of,female
his hat; it ever changes with the next block.,female
"No; and he were, I would burn my study. But I pray you, who is",female
his companion? Is there no young squarer now that will make a voyage with,female
him to the devil?,female
"O Lord, he will hang upon him like a disease: he is sooner",female
"caught than the pestilence, and the taker runs presently mad. God help the",female
"noble Claudio! If he have caught the Benedick, it will cost him a thousand",female
pound ere he be cured.,female
"Do, good friend.",female
"No, not till a hot January.",female
"Were you in doubt, sir, that you asked her?",male
"If Signior Leonato be her father, she would not have his head on",male
"her shoulders for all Messina, as like him as she is.",male
"I wonder that you will still be talking, Signior Benedick:",female
nobody marks you.,female
"What! my dear Lady Disdain, are you yet living?",male
Is it possible Disdain should die while she hath such meet food,female
to feed it as Signior Benedick? Courtesy itself must convert to disdain if,female
you come in her presence.,female
Then is courtesy a turncoat. But it is certain I am loved of all,male
"ladies, only you excepted; and I would I could find in my heart that I had",male
"not a hard heart; for, truly, I love none.",male
A dear happiness to women: they would else have been troubled,female
"with a pernicious suitor. I thank God and my cold blood, I am of your",female
humour for that. I had rather hear my dog bark at a crow than a man swear,female
he loves me.,female
God keep your Ladyship still in that mind; so some gentleman or,male
other shall scape a predestinate scratched face.,male
"Scratching could not make it worse, and ’twere such a face",female
as yours were.,female
"Well, you are a rare parrot-teacher.",male
A bird of my tongue is better than a beast of yours.,female
"I would my horse had the speed of your tongue, and so good a",male
"continuer. But keep your way, i’ God’s name; I have done.",male
You always end with a jade’s trick: I know you of old.,female
I noted her not; but I looked on her.,male
"Do you question me, as an honest man should do, for my simple",male
"true judgment; or would you have me speak after my custom, as being a",male
professed tyrant to their sex?,male
"Why, i’ faith, methinks she’s too low for a high",male
"praise, too brown for a fair praise, and too little for a great praise;",male
"only this commendation I can afford her, that were she other than she is,",male
"she were unhandsome, and being no other but as she is, I do not like her.",male
"Would you buy her, that you enquire after her?",male
"Yea, and a case to put it into. But speak you this with a sad",male
"brow, or do you play the flouting Jack, to tell us Cupid is a good",male
"hare-finder, and Vulcan a rare carpenter? Come, in what key shall a man",male
"take you, to go in the song?",male
I can see yet without spectacles and I see no such matter: there’s,male
"her cousin and she were not possessed with a fury, exceeds her as much in",male
beauty as the first of May doth the last of December. But I hope you have,male
"no intent to turn husband, have you?",male
"Is’t come to this, in faith? Hath not the world one",male
man but he will wear his cap with suspicion? Shall I never see a bachelor,male
"of threescore again? Go to, i’ faith; and thou wilt needs thrust thy",male
"neck into a yoke, wear the print of it and sigh away Sundays.",male
Re-enter Don Pedro.,male
Look! Don Pedro is returned to seek you.,male
I would your Grace would constrain me to tell.,male
"You hear, Count Claudio: I can be secret as a dumb man; I would",male
"have you think so; but on my allegiance mark you this, on my allegiance:",male
he is in love. With who? now that is your Grace’s part. Mark how,male
"short his answer is: with Hero, Leonato’s short daughter.",male
"Like the old tale, my lord: ‘it is not so, nor",male
"’twas not so; but indeed, God forbid it should be so.’",male
"And by my two faiths and troths, my lord, I spoke mine.",male
"That I neither feel how she should be loved, nor know how she",male
"should be worthy, is the opinion that fire cannot melt out of me: I will",male
die in it at the stake.,male
"That a woman conceived me, I thank her; that she brought me up,",male
I likewise give her most humble thanks; but that I will have a recheat,male
"winded in my forehead, or hang my bugle in an invisible baldrick, all",male
women shall pardon me. Because I will not do them the wrong to mistrust,male
"any, I will do myself the right to trust none; and the fine is,—for the",male
"which I may go the finer,—I will live a bachelor.",male
"With anger, with sickness, or with hunger, my lord; not with",male
love: prove that ever I lose more blood with love than I will get again,male
"with drinking, pick out mine eyes with a ballad-maker’s pen and hang",male
me up at the door of a brothel-house for the sign of blind Cupid.,male
"If I do, hang me in a bottle like a cat and shoot at me; and he",male
"that hits me, let him be clapped on the shoulder and called Adam.",male
"The savage bull may; but if ever the sensible Benedick bear it,",male
pluck off the bull’s horns and set them in my forehead; and let me,male
"be vilely painted, and in such great letters as they write, ‘Here is",male
"good horse to hire,’ let them signify under my sign ‘Here you",male
may see Benedick the married man.’,male
I look for an earthquake too then.,male
I have almost matter enough in me for such an embassage; and so,male
I commit you—,male
"Nay, mock not, mock not. The body of your discourse is sometime",male
"guarded with fragments, and the guards are but slightly basted on neither:",male
"ere you flout old ends any further, examine your conscience: and so I",male
leave you.,male
,male
How tartly that gentleman looks! I never can see him but I am,female
heart-burned an hour after.,female
He were an excellent man that were made just in the mid-way,female
"between him and Benedick: the one is too like an image, and says nothing;",female
"and the other too like my lady’s eldest son, evermore tattling.",female
"With a good leg and a good foot, uncle, and money enough in his",female
"purse, such a man would win any woman in the world if a’ could get",female
her good will.,female
Too curst is more than curst: I shall lessen God’s sending,female
"that way; for it is said, ‘God sends a curst cow short horns;’",female
but to a cow too curst he sends none.,female
"Just, if he send me no husband; for the which blessing I am at",female
him upon my knees every morning and evening. Lord! I could not endure a,female
husband with a beard on his face: I had rather lie in the woollen.,female
What should I do with him? dress him in my apparel and make him,female
"my waiting gentlewoman? He that hath a beard is more than a youth, and he",female
that hath no beard is less than a man; and he that is more than a youth is,female
"not for me; and he that is less than a man, I am not for him: therefore I",female
"will even take sixpence in earnest of the bear-ward, and lead his apes",female
into hell.,female
"No; but to the gate; and there will the Devil meet me, like an",female
"old cuckold, with horns on his head, and say, ‘Get you to heaven,",female
"Beatrice, get you to heaven; here’s no place for you maids.’ So",female
"deliver I up my apes, and away to Saint Peter for the heavens: he shows me",female
"where the bachelors sit, and there live we as merry as the day is long.",female
"Yes, faith; it is my cousin’s duty to make curtsy,",female
"and say, ‘Father, as it please you:’— but yet for all",female
"that, cousin, let him be a handsome fellow, or else make another",female
"curtsy, and say, ‘Father, as it please me.’",female
Not till God make men of some other metal than earth. Would it,female
not grieve a woman to be over-mastered with a piece of valiant dust? to,female
"make an account of her life to a clod of wayward marl? No, uncle, I’ll",female
"none: Adam’s sons are my brethren; and truly, I hold it a sin to",female
match in my kindred.,female
"The fault will be in the music, cousin, if you be not wooed in",female
"good time: if the Prince be too important, tell him there is measure in",female
"everything, and so dance out the answer. For, hear me, Hero: wooing,",female
"wedding, and repenting is as a Scotch jig, a measure, and a cinquepace:",female
"the first suit is hot and hasty, like a Scotch jig, and full as",female
"fantastical; the wedding, mannerly modest, as a measure, full of state and",female
"ancientry; and then comes Repentance, and with his bad legs, falls into",female
"the cinquepace faster and faster, till he sink into his grave.",female
"I have a good eye, uncle: I can see a church by daylight.",female
Will you not tell me who told you so?,female
"No, you shall pardon me.",male
Nor will you not tell me who you are?,female
Not now.,male
"That I was disdainful, and that I had my good wit out of",female
"the ‘Hundred Merry Tales.’ Well, this was Signior",female
Benedick that said so.,female
What’s he?,male
I am sure you know him well enough.,female
"Not I, believe me.",male
Did he never make you laugh?,female
"I pray you, what is he?",male
"Why, he is the Prince’s jester: a very dull fool; only his",female
gift is in devising impossible slanders: none but libertines delight in,female
"him; and the commendation is not in his wit, but in his villainy; for he",female
"both pleases men and angers them, and then they laugh at him and beat him.",female
I am sure he is in the fleet: I would he had boarded me!,female
"When I know the gentleman, I’ll tell him what you say.",male
"Do, do: he’ll but break a comparison or two on me; which,",female
"peradventure not marked or not laughed at, strikes him into melancholy;",female
"and then there’s a partridge wing saved, for the fool will eat no",female
supper that night.  We must follow the leaders.,female
In every good thing.,male
"Nay, if they lead to any ill, I will leave them at the next turning.",female
"[Dance. Then exeunt all but Don John, Borachio",female
and Claudio.],female
Count Claudio?,male
"Come, will you go with me?",male
"Even to the next willow, about your own business, Count. What",male
"fashion will you wear the garland of? About your neck, like a usurer’s",male
"chain? or under your arm, like a lieutenant’s scarf? You must wear",male
"it one way, for the Prince hath got your Hero.",male
"Why, that’s spoken like an honest drovier: so they sell bullocks.",male
But did you think the Prince would have served you thus?,male
Ho! now you strike like the blind man: ’twas the boy that,male
"stole your meat, and you’ll beat the post.",male
"Alas! poor hurt fowl. Now will he creep into sedges. But, that",male
"my Lady Beatrice should know me, and not know me! The Prince’s fool!",male
"Ha! it may be I go under that title because I am merry. Yea, but so I am",male
apt to do myself wrong; I am not so reputed: it is the base though bitter,male
"disposition of Beatrice that puts the world into her person, and so gives",male
"me out. Well, I’ll be revenged as I may.",male
Re-enter Don Pedro.,male
"Troth, my lord, I have played the part of Lady Fame. I found him",male
"here as melancholy as a lodge in a warren. I told him, and I think I told",male
"him true, that your Grace had got the good will of this young lady; and I",male
"offered him my company to a willow tree, either to make him a garland, as",male
"being forsaken, or to bind him up a rod, as being worthy to be whipped.",male
"The flat transgression of a school-boy, who, being overjoy’d",male
"with finding a bird’s nest, shows it his companion, and he steals",male
it.,male
"Yet it had not been amiss the rod had been made, and the garland",male
"too; for the garland he might have worn himself, and the rod he might have",male
"bestowed on you, who, as I take it, have stolen his bird’s nest.",male
"If their singing answer your saying, by my faith, you say honestly.",male
O! she misused me past the endurance of a block: an oak but with,male
one green leaf on it would have answered her: my very visor began to,male
"assume life and scold with her. She told me, not thinking I had been",male
"myself, that I was the Prince’s jester, that I was duller than a",male
great thaw; huddling jest upon jest with such impossible conveyance upon,male
"me, that I stood like a man at a mark, with a whole army shooting at me.",male
"She speaks poniards, and every word stabs: if her breath were as terrible",male
"as her terminations, there were no living near her; she would infect to",male
"the north star. I would not marry her, though she were endowed with all",male
that Adam had left him before he transgressed: she would have made,male
"Hercules have turned spit, yea, and have cleft his club to make the fire",male
"too. Come, talk not of her; you shall find her the infernal Ate in good",male
"apparel. I would to God some scholar would conjure her, for certainly,",male
"while she is here, a man may live as quiet in hell as in a sanctuary; and",male
"people sin upon purpose because they would go thither; so indeed, all",male
"disquiet, horror and perturbation follow her.",male
"Re-enter Claudio, Beatrice, Hero and Leonato.",male
Will your Grace command me any service to the world’s end?,male
I will go on the slightest errand now to the Antipodes that you can devise,male
to send me on; I will fetch you a toothpicker now from the furthest inch,male
of Asia; bring you the length of Prester John’s foot; fetch you a,male
hair off the Great Cham’s beard; do you any embassage to the,male
"Pygmies, rather than hold three words’ conference with this harpy.",male
You have no employment for me?,male
"O God, sir, here’s a dish I love not: I cannot endure my Lady Tongue.",male
,male
"Indeed, my lord, he lent it me awhile; and I gave him use for",female
"it, a double heart for a single one: marry, once before he won it of me",female
"with false dice, therefore your Grace may well say I have lost it.",female
"So I would not he should do me, my lord, lest I should prove the",female
"mother of fools. I have brought Count Claudio, whom you sent me to seek.",female
"The Count is neither sad, nor sick, nor merry, nor well; but",female
"civil Count, civil as an orange, and something of that jealous complexion.",female
"Speak, Count, ’tis your cue.",female
"Speak, cousin; or, if you cannot, stop his mouth with a kiss,",female
and let not him speak neither.,female
"Yea, my lord; I thank it, poor fool, it keeps on the windy",female
side of care. My cousin tells him in his ear that he is in her heart.,female
"Good Lord, for alliance! Thus goes everyone to the world but I,",female
and I am sunburnt. I may sit in a corner and cry heigh-ho for a husband!,female
I would rather have one of your father’s getting. Hath,female
your Grace ne’er a brother like you? Your father got excellent,female
"husbands, if a maid could come by them.",female
"No, my lord, unless I might have another for working days:",female
"your Grace is too costly to wear every day. But, I beseech your",female
"Grace, pardon me; I was born to speak all mirth and no matter.",female
"No, sure, my lord, my mother cried; but then there was a star",female
"danced, and under that was I born. Cousins, God give you joy!",female
"I cry you mercy, uncle. By your Grace’s pardon.",female
,female
Boy!,male
Enter a Boy.,male
In my chamber window lies a book; bring it hither to me in the orchard.,male
"I know that; but I would have thee hence, and here again.",male
,male
"I do much wonder that one man, seeing how much another man is a fool when",male
"he dedicates his behaviours to love, will, after he hath laughed at such",male
"shallow follies in others, become the argument of his own scorn by falling",male
"in love: and such a man is Claudio. I have known, when there was no music",male
with him but the drum and the fife; and now had he rather hear the tabor,male
and the pipe: I have known when he would have walked ten mile afoot to see,male
"a good armour; and now will he lie ten nights awake, carving the fashion",male
"of a new doublet. He was wont to speak plain and to the purpose, like an",male
honest man and a soldier; and now is he turned orthography; his words are,male
"a very fantastical banquet, just so many strange dishes. May I be so",male
"converted, and see with these eyes? I cannot tell; I think not: I will not",male
be sworn but love may transform me to an oyster; but I’ll take my,male
"oath on it, till he have made an oyster of me, he shall never make me such",male
"a fool. One woman is fair, yet I am well; another is wise, yet I am well;",male
"another virtuous, yet I am well; but till all graces be in one woman, one",male
"woman shall not come in my grace. Rich she shall be, that’s certain;",male
"wise, or I’ll none; virtuous, or I’ll never cheapen her; fair,",male
"or I’ll never look on her; mild, or come not near me; noble, or not",male
"I for an angel; of good discourse, an excellent musician, and her hair",male
shall be of what colour it please God. Ha! the Prince and Monsieur Love! I,male
will hide me in the arbour.,male
,male
"Enter Don Pedro, Leonato and Claudio, followed by Balthasar",male
and Musicians.,male
"Now, divine air! now is his soul ravished! Is it not strange",male
"that sheep’s guts should hale souls out of men’s bodies? Well,",male
"a horn for my money, when all’s done.",male
BALTHASAR ,male
"Sigh no more, ladies, sigh no more,",male
Men were deceivers ever;,male
"One foot in sea, and one on shore,",male
To one thing constant never.,male
"Then sigh not so, but let them go,",male
"And be you blithe and bonny,",male
Converting all your sounds of woe,male
"Into Hey nonny, nonny.",male
"Sing no more ditties, sing no mo",male
Of dumps so dull and heavy;,male
"The fraud of men was ever so,",male
Since summer first was leavy.,male
"Then sigh not so, but let them go,",male
"And be you blithe and bonny,",male
Converting all your sounds of woe,male
"Into Hey nonny, nonny.",male
 And he had been a dog that should have howled,male
"thus, they would have hanged him; and I pray God his bad voice bode no",male
"mischief. I had as lief have heard the night-raven, come what plague could",male
have come after it.,male
"DON PEDRO. Yea, marry; dost thou hear, Balthasar? I pray thee, get us",male
"some excellent music, for tomorrow night we would have it at the",male
Lady Hero’s chamber window.,male
 Is’t possible? Sits the wind in that corner?,male
" I should think this a gull, but that the",male
"white-bearded fellow speaks it: knavery cannot, sure, hide itself in such",male
reverence.,male
 This can be no trick: the,male
conference was sadly borne. They have the truth of this from Hero. They,male
seem to pity the lady: it seems her affections have their full bent. Love,male
"me? why, it must be requited. I hear how I am censured: they say I will",male
"bear myself proudly, if I perceive the love come from her; they say too",male
that she will rather die than give any sign of affection. I did never,male
think to marry: I must not seem proud: happy are they that hear their,male
"detractions, and can put them to mending. They say the lady is fair:",male
"’tis a truth, I can bear them witness; and virtuous: ’tis so,",male
"I cannot reprove it; and wise, but for loving me: by my troth, it is no",male
"addition to her wit, nor no great argument of her folly, for I will be",male
horribly in love with her. I may chance have some odd quirks and remnants,male
"of wit broken on me, because I have railed so long against marriage; but",male
doth not the appetite alter? A man loves the meat in his youth that he,male
cannot endure in his age. Shall quips and sentences and these paper,male
bullets of the brain awe a man from the career of his humour? No; the,male
"world must be peopled. When I said I would die a bachelor, I did not think",male
I should live till I were married. Here comes Beatrice. By this day! she’s,male
a fair lady: I do spy some marks of love in her.,male
Enter Beatrice.,male
Against my will I am sent to bid you come in to dinner.,female
"Fair Beatrice, I thank you for your pains.",male
I took no more pains for those thanks than you take pains to,female
"thank me: if it had been painful, I would not have come.",female
You take pleasure then in the message?,male
"Yea, just so much as you may take upon a knife’s point,",female
"and choke a daw withal. You have no stomach, signior: fare you well.",female
,female
Ha! ‘Against my will I am sent to bid you come in to,male
"dinner,’ there’s a double meaning in that. ‘I took no",male
"more pains for those thanks than you took pains to thank me,’ that’s",male
"as much as to say, Any pains that I take for you is as easy as thanks. If",male
"I do not take pity of her, I am a villain; if I do not love her, I am a",male
Jew. I will go get her picture.,male
,male
"Enter Hero, Margaret and Ursula.",male
 What fire is in mine ears? Can this be true?,female
Stand I condemn’d for pride and scorn so much?,female
"Contempt, farewell! and maiden pride, adieu!",female
No glory lives behind the back of such.,female
"And, Benedick, love on; I will requite thee,",female
Taming my wild heart to thy loving hand:,female
"If thou dost love, my kindness shall incite thee",female
To bind our loves up in a holy band;,female
"For others say thou dost deserve, and I",female
Believe it better than reportingly.,female
,female
"Enter Don Pedro, Claudio, Benedick and Leonato.",female
"Gallants, I am not as I have been.",male
I have the tooth-ache.,male
Hang it.,male
"Well, everyone can master a grief but he that has it.",male
"Yet is this no charm for the tooth-ache. Old signior, walk aside",male
"with me: I have studied eight or nine wise words to speak to you, which",male
these hobby-horses must not hear.,male
,male
"Good morrow, sweet Hero.",female
"I am out of all other tune, methinks.",female
"Ye, light o’ love with your heels! then, if your husband",female
"have stables enough, you’ll see he shall lack no barnes.",female
"’Tis almost five o’clock, cousin; ’tis time",female
"you were ready. By my troth, I am exceeding ill. Heigh-ho!",female
"For the letter that begins them all, H.",female
"What means the fool, trow?",female
"I am stuffed, cousin, I cannot smell.",female
"O, God help me! God help me! how long have you professed",female
apprehension?,female
"It is not seen enough, you should wear it in your cap. By",female
"my troth, I am sick.",female
Benedictus! why benedictus? you have some moral in this,female
benedictus.,female
What pace is this that thy tongue keeps?,female
"How now! Interjections? Why then, some be of laughing, as ah!",male
ha! he!,male
This looks not like a nuptial.,male
"Why, how now, cousin! wherefore sink you down?",female
How doth the lady?,male
"Dead, I think! Help, uncle! Hero! why, Hero! Uncle! Signior",female
Benedick! Friar!,female
"How now, cousin Hero?",female
"Sir, sir, be patient.",male
"For my part, I am so attir’d in wonder,",male
I know not what to say.,male
"O! on my soul, my cousin is belied!",female
"Lady, were you her bedfellow last night?",male
"No, truly, not; although, until last night,",female
I have this twelvemonth been her bedfellow.,female
Two of them have the very bent of honour;,male
"And if their wisdoms be misled in this,",male
"The practice of it lives in John the bastard,",male
Whose spirits toil in frame of villainies.,male
"Signior Leonato, let the friar advise you:",male
And though you know my inwardness and love,male
"Is very much unto the Prince and Claudio,",male
"Yet, by mine honour, I will deal in this",male
As secretly and justly as your soul,male
Should with your body.,male
"Lady Beatrice, have you wept all this while?",male
"Yea, and I will weep a while longer.",female
I will not desire that.,male
You have no reason; I do it freely.,female
Surely I do believe your fair cousin is wronged.,male
Ah! how much might the man deserve of me that would right her.,female
Is there any way to show such friendship?,male
"A very even way, but no such friend.",female
May a man do it?,male
"It is a man’s office, but not yours.",female
I do love nothing in the world so well as you: is not that strange?,male
As strange as the thing I know not. It were as possible for,female
"me to say I loved nothing so well as you; but believe me not, and yet",female
"I lie not; I confess nothing, nor I deny nothing. I am sorry for my",female
cousin.,female
"By my sword, Beatrice, thou lovest me.",male
"Do not swear by it, and eat it.",female
I will swear by it that you love me; and I will make him eat it,male
that says I love not you.,male
Will you not eat your word?,female
With no sauce that can be devised to it. I protest I love thee.,male
"Why then, God forgive me!",female
"What offence, sweet Beatrice?",male
You have stayed me in a happy hour: I was about to protest I loved you.,female
And do it with all thy heart.,male
I love you with so much of my heart that none is left to protest.,female
"Come, bid me do anything for thee.",male
Kill Claudio.,female
Ha! not for the wide world.,male
You kill me to deny it. Farewell.,female
"Tarry, sweet Beatrice.",male
"I am gone, though I am here: there is no love in you: nay, I",female
"pray you, let me go.",female
"Beatrice,—",male
"In faith, I will go.",female
We’ll be friends first.,male
You dare easier be friends with me than fight with mine enemy.,female
Is Claudio thine enemy?,male
"Is he not approved in the height a villain, that hath slandered,",female
"scorned, dishonoured my kinswoman? O! that I were a man. What! bear her in",female
"hand until they come to take hands, and then, with public accusation,",female
"uncovered slander, unmitigated rancour,—O God, that I were a man! I would",female
eat his heart in the market-place.,female
"Hear me, Beatrice,—",male
Talk with a man out at a window! a proper saying!,female
"Nay, but Beatrice,—",male
"Sweet Hero! she is wronged, she is slandered, she is undone.",female
Beat—,male
"Princes and Counties! Surely, a princely testimony, a goodly",female
"Count Comfect; a sweet gallant, surely! O! that I were a man for his sake,",female
or that I had any friend would be a man for my sake! But manhood is melted,female
"into curtsies, valour into compliment, and men are only turned into tongue,",female
"and trim ones too: he is now as valiant as Hercules, that only tells a lie",female
"and swears it. I cannot be a man with wishing, therefore I will die a",female
woman with grieving.,female
"Tarry, good Beatrice. By this hand, I love thee.",male
Use it for my love some other way than swearing by it.,female
Think you in your soul the Count Claudio hath wronged Hero?,male
"Yea, as sure is I have a thought or a soul.",female
"Enough! I am engaged, I will challenge him. I will kiss your",male
"hand, and so leave you. By this hand, Claudio shall render me a dear",male
"account. As you hear of me, so think of me. Go, comfort your cousin: I",male
"must say she is dead; and so, farewell.",male
,male
Scene II. A Prison.,male
"Enter Dogberry, Verges, and Sexton, in gowns; and the Watch, with Conrade and",male
Borachio.,male
"Good day, my lord.",male
In a false quarrel there is no true valour. I came to seek you both.,male
It is in my scabbard; shall I draw it?,male
"Sir, I shall meet your wit in the career, and you charge it",male
against me. I pray you choose another subject.,male
Shall I speak a word in your ear?,male
" You are a villain, I jest not: I will",male
"make it good how you dare, with what you dare, and when you dare. Do me",male
"right, or I will protest your cowardice. You have killed a sweet lady, and",male
her death shall fall heavy on you. Let me hear from you.,male
"Sir, your wit ambles well; it goes easily.",male
"Fare you well, boy: you know my mind. I will leave you now to",male
"your gossip-like humour; you break jests as braggarts do their blades,",male
"which, God be thanked, hurt not. My lord, for your many courtesies I thank",male
you: I must discontinue your company. Your brother the bastard is fled,male
"from Messina: you have, among you, killed a sweet and innocent lady. For",male
"my Lord Lack-beard there, he and I shall meet; and till then, peace be",male
with him.,male
,male
"Pray thee, sweet Mistress Margaret, deserve well at my hands by",male
helping me to the speech of Beatrice.,male
"In so high a style, Margaret, that no man living shall come over",male
"it; for, in most comely truth, thou deservest it.",male
Thy wit is as quick as the greyhound’s mouth; it catches.,male
"A most manly wit, Margaret; it will not hurt a woman: and so, I",male
"pray thee, call Beatrice. I give thee the bucklers.",male
"If you use them, Margaret, you must put in the pikes with a",male
vice; and they are dangerous weapons for maids.,male
And therefore will come.,male
,male
"The god of love,",male
"That sits above,",male
"And knows me, and knows me,",male
"How pitiful I deserve,—",male
"I mean, in singing: but in loving, Leander the good swimmer, Troilus the",male
"first employer of panders, and a whole book full of these quondam",male
"carpet-mongers, whose names yet run smoothly in the even road of a blank",male
"verse, why, they were never so truly turned over and over as my poor self",male
"in love. Marry, I cannot show it in rime; I have tried: I can find out no",male
"rime to ‘lady’ but ‘baby’, an innocent rime; for",male
"‘scorn,’ ‘horn’, a hard rime; for ‘school’,",male
"‘fool’, a babbling rime; very ominous endings: no, I was not",male
"born under a riming planet, nor I cannot woo in festival terms.",male
Enter Beatrice.,male
"Sweet Beatrice, wouldst thou come when I called thee?",male
"Yea, signior; and depart when you bid me.",female
"O, stay but till then!",male
"‘Then’ is spoken; fare you well now: and yet, ere I",female
"go, let me go with that I came for; which is, with knowing what hath",female
passed between you and Claudio.,female
Only foul words; and thereupon I will kiss thee.,male
"Foul words is but foul wind, and foul wind is but foul breath,",female
and foul breath is noisome; therefore I will depart unkissed.,female
"Thou hast frighted the word out of his right sense, so forcible",male
"is thy wit. But I must tell thee plainly, Claudio undergoes my challenge,",male
"and either I must shortly hear from him, or I will subscribe him a coward.",male
"And, I pray thee now, tell me, for which of my bad parts didst thou first",male
fall in love with me?,male
For them all together; which maintained so politic a state,female
of evil that they will not admit any good part to intermingle with,female
them. But for which of my good parts did you first suffer love for me?,female
"‘Suffer love,’ a good epithet! I do suffer love",male
"indeed, for I love thee against my will.",male
"In spite of your heart, I think. Alas, poor heart! If you spite",female
"it for my sake, I will spite it for yours; for I will never love that",female
which my friend hates.,female
Thou and I are too wise to woo peaceably.,male
It appears not in this confession: there’s not one wise,female
man among twenty that will praise himself.,female
"An old, an old instance, Beatrice, that lived in the time of",male
good neighbours. If a man do not erect in this age his own tomb ere he,male
"dies, he shall live no longer in monument than the bell rings and the",male
widow weeps.,male
And how long is that think you?,female
"Question: why, an hour in clamour and a quarter in rheum:",male
"therefore is it most expedient for the wise,—if Don Worm, his conscience,",male
"find no impediment to the contrary,—to be the trumpet of his own virtues,",male
"as I am to myself. So much for praising myself, who, I myself will bear",male
"witness, is praiseworthy. And now tell me, how doth your cousin?",male
Very ill.,female
And how do you?,male
Very ill too.,female
"Serve God, love me, and mend. There will I leave you too, for",male
here comes one in haste.,male
Enter Ursula.,male
"Will you go hear this news, signior?",female
"I will live in thy heart, die in thy lap, and be buried in thy",male
eyes; and moreover I will go with thee to thy uncle’s.,male
,male
"Enter Don Pedro, Claudio and Attendants,",male
with music and tapers.,male
"And so am I, being else by faith enforc’d",male
To call young Claudio to a reckoning for it.,male
"Friar, I must entreat your pains, I think.",male
"To bind me, or undo me; one of them.",male
"Signior Leonato, truth it is, good signior,",male
Your niece regards me with an eye of favour.,male
And I do with an eye of love requite her.,male
"Your answer, sir, is enigmatical:",male
"But, for my will, my will is your good will",male
"May stand with ours, this day to be conjoin’d",male
In the state of honourable marriage:,male
"In which, good friar, I shall desire your help.",male
"Bull Jove, sir, had an amiable low:",male
"And some such strange bull leap’d your father’s cow,",male
"And got a calf in that same noble feat,",male
"Much like to you, for you have just his bleat.",male
"Soft and fair, friar. Which is Beatrice?",male
 I answer to that name. What is your will?,female
Do not you love me?,male
"Why, no; no more than reason.",female
"Why, then, your uncle and the Prince and Claudio",male
Have been deceived; for they swore you did.,male
Do not you love me?,female
"Troth, no; no more than reason.",male
"Why, then my cousin, Margaret, and Ursula,",female
Are much deceiv’d; for they did swear you did.,female
They swore that you were almost sick for me.,male
They swore that you were well-nigh dead for me.,female
’Tis no such matter. Then you do not love me?,male
"No, truly, but in friendly recompense.",female
"A miracle! here’s our own hands against our hearts. Come,",male
"I will have thee; but, by this light, I take thee for pity.",male
"I would not deny you; but, by this good day, I yield upon great",female
"persuasion, and partly to save your life, for I was told you were in a",female
consumption.,female
Peace! I will stop your mouth. ,male
